port_name,ref_date,feat_mean_queue_length,feat_max_queue_length,feat_mean_berth_count,feat_max_berth_count,feat_arrival_count,feat_departure_count,feat_mean_port_vessels,feat_service_rate,feat_p95_waiting_hours,feat_p50_waiting_hours,feat_mean_waiting_hours,feat_p95_service_hours,feat_mean_service_hours,feat_n_visits,feat_n_wait_visits,feat_n_direct_visits,feat_mean_gross_tonnage,feat_pct_waiting,feat_queue_to_berth_ratio,feat_p95_waiting_hours_lag1w,feat_p95_waiting_hours_lag2w,feat_p95_waiting_hours_lag4w,feat_mean_waiting_hours_lag1w,feat_mean_waiting_hours_lag2w,feat_mean_waiting_hours_lag4w,feat_mean_queue_length_lag1w,feat_mean_queue_length_lag2w,feat_mean_queue_length_lag4w,feat_n_visits_lag1w,feat_n_visits_lag2w,feat_n_visits_lag4w,feat_mean_berth_count_lag1w,feat_mean_berth_count_lag2w,feat_mean_berth_count_lag4w,feat_service_rate_lag1w,feat_service_rate_lag2w,feat_service_rate_lag4w,feat_p95_waiting_hours_roll4w_mean,feat_p95_waiting_hours_roll4w_std,feat_p95_waiting_hours_roll8w_mean,feat_p95_waiting_hours_roll8w_std,feat_mean_queue_length_roll4w_mean,feat_mean_queue_length_roll4w_std,feat_mean_queue_length_roll8w_mean,feat_mean_queue_length_roll8w_std,feat_n_visits_roll4w_mean,feat_n_visits_roll4w_std,feat_n_visits_roll8w_mean,feat_n_visits_roll8w_std,feat_service_rate_roll4w_mean,feat_service_rate_roll4w_std,feat_service_rate_roll8w_mean,feat_service_rate_roll8w_std,feat_p95_waiting_change_1w,feat_queue_length_change_1w,feat_consecutive_high_days,feat_high_pct_4w,feat_waiting_trend_4w,feat_week_of_year,feat_month,feat_quarter,feat_day_of_week,target_p95_waiting_1w,target_p95_waiting_2w,target_p95_waiting_4w,macro_gscpi,macro_bdi_weekly,macro_fbx_weekly,macro_ism_pmi,macro_us_imports_goods,macro_us_exports_goods,macro_us_trade_balance
LOS_ANGELES_LONG_BEACH,2024-01-17,2.152337962962963,8,20.444561838624338,35,85,86,23.96897817460317,1.011764705882353,18.274722222222223,0.0,6.147410394265233,124.5625,46.58659498207885,62,7,55,71264.24193548386,0.11290322580645161,0.10527679585173189,35.279444444444444,18.385555555555555,73.06055555555555,4.40318287037037,5.943513071895425,7.936216931216931,1.3478472222222222,3.385097552910053,3.006473214285714,48,34,42,21.21154265873016,19.253892195767193,20.71534722222222,0.9482758620689655,1.3125,1.064516129032258,30.647420634920632,17.155982354199,43.77276785714286,35.563050946500056,2.757781379913076,1.224879516865899,3.366196942318594,1.655248595157916,41.857142857142854,4.09800570932359,43.982142857142854,4.333762050054687,1.015903514921012,0.14956207294909904,1.0102381547091301,0.12705922336395734,-17.00472222222222,0.8044907407407407,0,0.14285714285714285,-13.696458333333332,3,1,1,3,36.911944444444444,0.0,44.79833333333333,0.165566991,1460.0,2307.484033,46.9,259819.0,171647.0,-88171.0
NEW_YORK_NEW_JERSEY,2024-01-17,0.3874570105820103,4,10.27920634920635,26,81,74,12.367448743386241,0.9135802469135802,0.0,0.0,0.0,74.84055555555555,29.012610229276895,63,0,63,66391.51612903226,0.0,0.03769328072803263,0.0,0.0,0.0,0.0,0.831884531590414,0.07546840958605665,0.40962632275132244,0.7805836640211636,0.33217427248677217,45,51,51,10.670052910052908,13.84766865079365,11.3344708994709,1.1224489795918366,1.1206896551724137,1.0185185185185186,0.0,0.0,0.8166964285714285,3.0220087016441655,0.7110588506235825,0.4549089881468906,0.9306473804799695,0.5703032356119262,49.285714285714285,5.401351976551884,52.19642857142857,6.523857316474158,1.0090225558012642,0.10238070690908123,1.002019075253646,0.08590497215701316,0.0,-0.022169312169312116,0,0.0,0.0,3,1,1,3,0.0,0.0,0.0,0.165566991,1460.0,2307.484033,46.9,259819.0,171647.0,-88171.0
PORT_OF_VIRGINIA,2024-01-17,15.50906746031746,21,11.264556878306877,21,122,121,30.24280423280423,0.9918032786885246,206.08388888888888,0.0,27.386911487758944,119.12638888888888,49.09282485875707,59,13,46,64343.016949152545,0.22033898305084745,1.3768022681997019,25.496111111111112,164.88472222222222,222.9388888888889,2.366739766081871,24.1546875,23.482025089605735,16.90470238095238,22.571435185185184,22.886676587301586,38,40,31,12.2943039021164,13.239565145502644,10.960330687830687,1.0784313725490196,1.0505050505050506,1.0229885057471264,108.5665376984127,69.42228166123715,108.4407638888889,68.28213924379409,20.359207175925924,3.163047319701141,21.435052791950113,2.774036173912048,37.857142857142854,3.728908942943404,39.25,4.064256613229507,1.0179805767377634,0.06334046308978374,1.0096187158963195,0.049953274078096424,180.58777777777777,-1.3956349206349188,1,0.6428571428571428,-4.2137500000000045,3,1,1,3,283.7536111111111,115.6425,150.41555555555556,0.165566991,1460.0,2307.484033,46.9,259819.0,171647.0,-88171.0
HOUSTON,2024-01-18,5.655911044973545,14,8.224295634920635,15,90,89,17.972389219576716,0.9888888888888889,59.714444444444446,0.0,9.510135135135135,91.72805555555556,56.38784534534534,37,7,30,47242.11111111111,0.1891891891891892,0.6877076525506156,14.369166666666667,98.97083333333333,56.76777777777778,3.585,21.55501633986928,18.43546568627451,7.164614748677248,9.179933862433861,7.615395171957672,36,34,34,12.31137566137566,11.152655423280422,8.36626984126984,1.065217391304348,0.927536231884058,0.9634146341463414,65.29261904761906,43.248343038282606,62.131989087301584,35.77364701967083,8.077048374905518,1.4987887035490746,6.324795209750566,2.2064887873612444,33.25,3.5758966759453,34.482142857142854,7.6491023155508975,0.9975401551528786,0.07573304580986509,1.000399059745633,0.0950600950939711,45.34527777777778,-1.508703703703703,1,0.6428571428571428,0.7366666666666664,3,1,1,4,54.92472222222222,82.89111111111112,61.98972222222222,0.165566991,1460.0,2307.484033,46.9,259819.0,171647.0,-88171.0
LOS_ANGELES_LONG_BEACH,2024-01-18,2.4592278439153437,8,19.250008267195767,35,87,94,23.10917824074074,1.0804597701149425,18.274722222222223,0.0,6.293175925925926,124.5625,46.62443518518519,60,6,54,71216.61666666667,0.1,0.1277520409228162,3.548888888888889,31.68,73.06055555555555,4.082323232323232,5.762456140350877,8.129783197831978,1.2792311507936507,2.806392195767195,2.898870701058201,44,38,41,21.49847718253968,18.385028108465608,20.28684523809524,1.0357142857142858,1.1914893617021276,1.1071428571428572,28.690783730158728,15.146032842485257,43.745044642857145,35.58265684020823,2.727276549508692,1.229085240757243,3.3723445471938773,1.6499874341290062,42.57142857142857,5.593836366126861,44.25,4.944234475169575,1.0140195355228012,0.1492589757640431,1.0095841834432042,0.12695350486681967,14.725833333333334,1.179996693121693,0,0.10714285714285714,-13.696458333333332,3,1,1,4,36.911944444444444,0.0,44.79833333333333,0.165566991,1460.0,2307.484033,46.9,259819.0,171647.0,-88171.0
NEW_YORK_NEW_JERSEY,2024-01-18,0.46601686507936485,4,10.768391203703704,26,81,77,12.960338955026453,0.9506172839506173,0.0,0.0,0.0,74.84055555555555,29.645871794871795,65,0,65,66829.1875,0.0,0.043276368425311476,0.0,0.0,0.0,0.0,0.8485222222222223,0.08553086419753086,0.33612764550264523,0.7826223544973541,0.29359953703703673,43,50,45,10.068961640211638,13.500625,10.560773809523809,1.1458333333333333,1.0344827586206897,1.1764705882352942,0.0,0.0,0.8166964285714285,3.0220087016441655,0.7130332341269838,0.4533208552374444,0.9330340017951623,0.5676929511574449,49.714285714285715,5.986757873947109,52.392857142857146,6.681531047810547,1.005274760386802,0.10392921751155805,0.9992652116240762,0.08622924885507235,0.0,0.12988921957671962,0,0.0,0.0,3,1,1,4,0.0,0.0,0.0,0.165566991,1460.0,2307.484033,46.9,259819.0,171647.0,-88171.0
PORT_OF_VIRGINIA,2024-01-18,15.87819775132275,21,11.396921296296297,21,125,119,30.724613095238094,0.952,254.37055555555557,0.0,36.5469212962963,135.19222222222223,56.11355555555556,60,16,44,61146.433333333334,0.26666666666666666,1.393200614317022,25.496111111111112,97.95694444444445,116.44472222222223,2.1413359788359787,22.894365079365077,22.058872053872054,16.184621362433862,21.677076719576718,22.872873677248677,42,35,33,12.144836309523809,12.611397156084657,11.112144510582011,1.05,1.1397849462365592,1.0,107.96457341269841,68.4602315261937,111.57996527777777,68.66378478827673,20.09572113567649,3.2507737083606414,21.362668798422145,2.874837304027472,38.857142857142854,5.261419930260378,39.535714285714285,4.824046908087295,1.0168668186285277,0.06352305615847187,1.0096346835352379,0.04994732734124705,228.87444444444446,-0.3064236111111125,2,0.6428571428571428,34.481458333333336,3,1,1,4,274.9241666666667,115.6425,80.80888888888889,0.165566991,1460.0,2307.484033,46.9,259819.0,171647.0,-88171.0
HOUSTON,2024-01-19,6.125557208994709,14,8.48875496031746,19,91,82,18.53734788359788,0.9010989010989011,59.714444444444446,0.0,8.710907407407408,92.4725,59.2605987654321,45,9,36,48581.3023255814,0.2,0.7216084381785038,14.369166666666667,98.97083333333333,158.89055555555555,3.2789920634920633,22.249932659932657,17.513037634408605,6.735763888888888,9.195666335978837,8.670595238095238,35,33,31,11.950704365079364,11.692690145502644,8.313978174603173,1.1318681318681318,0.821917808219178,0.9411764705882353,65.39785714285713,43.230412285316646,62.244573412698415,35.75561416306194,8.007066798941798,1.5654082310569917,6.3665618209089185,2.1703597176312672,33.357142857142854,3.6435054926721158,34.607142857142854,7.631700802760614,0.9984499499651125,0.07546042892984295,0.9986478520161644,0.09433708856781563,45.34527777777778,-0.610206679894179,2,0.6428571428571428,-24.794027777777778,3,1,1,5,56.40111111111111,82.89111111111112,65.63222222222223,0.165566991,1460.0,2307.484033,46.9,259819.0,171647.0,-88171.0
LOS_ANGELES_LONG_BEACH,2024-01-19,2.7637070105820105,8,18.57952546296296,35,88,91,22.798460648148144,1.0340909090909092,18.274722222222223,0.0,6.006384615384616,144.48222222222222,48.71297008547008,65,6,59,72554.25,0.09230769230769231,0.1487501398295277,16.54722222222222,31.68,0.0,3.407024691358025,3.7436988304093566,2.8378903903903905,1.437685185185185,2.317053571428571,2.522786044973545,45,38,37,20.97926421957672,18.09861937830688,19.827003968253965,1.0,1.0816326530612246,1.0545454545454545,26.734146825396827,12.511452672730806,43.71732142857143,35.60222995672063,2.7115750188964474,1.2296200372807315,3.3840947420634917,1.6409134245334185,43.25,6.478597241858798,44.57142857142857,5.362689768991164,1.0130665681289472,0.14872662635865694,1.0080988871303218,0.1255977210682402,1.7275000000000027,1.3260218253968254,0,0.07142857142857142,4.568680555555556,3,1,1,5,19.430833333333332,0.0,0.0,0.165566991,1460.0,2307.484033,46.9,259819.0,171647.0,-88171.0
NEW_YORK_NEW_JERSEY,2024-01-19,0.6055968915343912,4,11.51954365079365,26,80,72,13.8497123015873,0.9,0.0,0.0,0.0,66.93583333333333,29.294881535947713,68,0,68,65799.90909090909,0.0,0.052571257151551136,0.0,0.0,0.0,0.0,0.831884531590414,0.06997979797979798,0.2722536375661373,0.7485796957671955,0.36899966931216904,40,51,55,9.221944444444444,13.384174933862433,10.24145667989418,1.1428571428571428,1.0338983050847457,0.95,0.0,0.0,0.8166964285714285,3.0220087016441655,0.7191909958427812,0.4485584026518148,0.9359076199924411,0.5648567801199821,50.42857142857143,6.568322247184223,52.732142857142854,6.83172032488171,0.9972085709480636,0.09878751486925415,0.996024886842871,0.0845406472349278,0.0,0.3333432539682539,0,0.0,0.0,3,1,1,5,0.0,0.0,0.0,0.165566991,1460.0,2307.484033,46.9,259819.0,171647.0,-88171.0
PORT_OF_VIRGINIA,2024-01-19,16.52547619047619,22,10.935591931216932,20,128,128,31.270221560846558,1.0,254.37055555555557,0.0,39.90075191570881,135.19222222222223,58.48161877394636,58,16,42,57459.01724137931,0.27586206896551724,1.5111643059121727,27.5525,97.95694444444445,222.9388888888889,3.298501291989664,21.65683183183183,24.338055555555556,15.601638558201058,20.807283399470897,22.50705191798942,43,37,40,12.160160383597884,12.364247685185186,11.732652116402116,1.0297029702970297,1.0315789473684212,0.9431818181818182,112.89049603174604,73.84344696670325,115.6820882936508,70.22038453209683,19.845911281179138,3.2978718741999526,21.303256094104306,2.9535355496455504,39.82142857142857,6.481046848617108,39.92857142857143,5.539468772879977,1.015152532914242,0.06463308199890598,1.0079190241945786,0.05025201373876931,226.81805555555556,0.9238376322751325,3,0.6428571428571428,7.857916666666668,3,1,1,5,274.9241666666667,220.23055555555555,39.68333333333333,0.165566991,1460.0,2307.484033,46.9,259819.0,171647.0,-88171.0
HOUSTON,2024-01-20,6.100648148148148,14,9.40979828042328,19,87,83,19.404880952380953,0.9540229885057471,59.714444444444446,0.0,10.556212737127371,92.4725,64.65292005420055,41,10,31,46092.53846153846,0.24390243902439024,0.6483293229399305,13.9525,56.64277777777778,158.89055555555555,1.660626984126984,11.596977124183006,21.40355158730159,6.234973544973545,9.67040343915344,9.238897156084654,35,34,28,11.28020337301587,12.064303902116402,8.44235615079365,1.0344827586206897,1.0266666666666666,0.9518072289156626,61.855853174603176,39.15760419787913,62.35715773809524,35.737211081579815,7.916172583616779,1.5989818313552897,6.408614654195011,2.1417724050390476,33.857142857142854,4.222639912505849,34.875,7.729665404965931,0.9970186081976362,0.07695238344965115,0.9948325806364904,0.09387532643162949,45.761944444444445,-0.13432539682539701,3,0.6428571428571428,-24.794027777777778,3,1,1,6,56.40111111111111,82.89111111111112,65.63222222222223,0.165566991,1460.0,2307.484033,46.9,259819.0,171647.0,-88171.0
LOS_ANGELES_LONG_BEACH,2024-01-20,2.905532407407407,8,18.310471230158726,35,87,85,22.638273809523806,0.9770114942528736,36.911944444444444,0.0,6.820533854166667,144.48222222222222,47.77385850694444,64,7,57,70946.8253968254,0.109375,0.15868146542409986,16.54722222222222,31.68,16.47,3.407024691358025,3.647706552706553,4.3666736111111115,1.6536474867724869,1.9762070105820106,2.2536243386243386,45,39,40,20.880692791005288,17.811674933862435,19.909953703703703,1.0333333333333334,1.0816326530612246,1.0384615384615385,27.386815476190474,11.501053116598355,43.71277281746031,35.60552263925358,2.7201793390967497,1.2290928645410175,3.4014096454554044,1.6289022990973274,44.25,7.550447619794315,44.982142857142854,6.004516698221589,1.0123360486484276,0.14856549072495434,1.0083829780394127,0.12563892814825722,20.364722222222223,1.25188492063492,0,0.07142857142857142,5.110486111111111,3,1,1,6,13.565555555555555,0.0,0.0,0.165566991,1460.0,2307.484033,46.9,259819.0,171647.0,-88171.0
NEW_YORK_NEW_JERSEY,2024-01-20,0.7885747354497351,4,12.153004298941799,26,83,81,14.735059523809525,0.9759036144578314,0.0,0.0,0.0,60.388888888888886,28.462964344941955,67,0,67,66238.89393939394,0.0,0.06488722591157142,0.0,0.0,0.0,0.0,0.8158867521367521,0.0,0.19365575396825369,0.7632506613756611,0.5173908730158727,39,52,53,8.749862764550265,12.86252976190476,11.027255291005291,1.0,1.0847457627118644,0.9310344827586207,0.0,0.0,0.8166964285714285,3.0220087016441655,0.727640896636432,0.44392173685519165,0.9394339332955403,0.562111726148934,50.892857142857146,7.319883047609845,53.05357142857143,7.118272627176099,0.9954228566623494,0.1001154601817108,0.9968738329787025,0.08330239731576926,0.0,0.5949189814814815,0,0.0,0.0,3,1,1,6,0.0,0.0,0.0,0.165566991,1460.0,2307.484033,46.9,259819.0,171647.0,-88171.0
PORT_OF_VIRGINIA,2024-01-20,16.967352843915343,22,10.640515873015872,20,129,126,31.53397817460317,0.9767441860465116,254.37055555555557,0.0,40.44966302367942,135.19222222222223,58.15308287795993,61,17,44,56375.04918032787,0.2786885245901639,1.5945987061533546,36.8875,97.95694444444445,67.19555555555556,4.431910569105692,20.561426426426426,12.765540123456791,14.940737433862436,20.241653439153435,22.0619494047619,41,37,36,12.133940145502645,12.285104166666667,12.130611772486771,1.030612244897959,1.064516129032258,1.058139534883721,114.01305555555555,75.79156367926821,119.4856001984127,71.87138503874216,19.632283576625095,3.312807244583539,21.254768429941418,3.009763535688065,40.464285714285715,7.335767994115789,40.267857142857146,6.040743697226577,1.0171817536934629,0.06316506055821648,1.008101239938019,0.0502035806943052,217.48305555555555,2.026615410052907,4,0.6428571428571428,46.79375,3,1,1,6,283.7536111111111,58.06,14.007222222222222,0.165566991,1460.0,2307.484033,46.9,259819.0,171647.0,-88171.0
